MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData minimum NdUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData minimum NfUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData minimum GSmagmom,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber
47.0,68.0,21.0,55.0,8.666666666666666,47.0,35.0,80.0,45.0,60.0,16.666666666666668,35.0,107.8682,167.259,59.390799999999984,131.27906666666667,23.98662222222222,107.8682,505.08,1770.0,1264.92,1170.0033333333333,443.2822222222223,505.08,3.0,14.0,11.0,9.333333333333334,4.222222222222222,3.0,5.0,6.0,1.0,5.333333333333333,0.44444444444444436,5.0,139.0,189.0,50.0,157.66666666666666,20.888888888888886,139.0,1.24,1.96,0.72,1.71,0.3133333333333333,1.24,1.0,2.0,1.0,1.6666666666666667,0.4444444444444444,1.0,0.0,2.0,2.0,0.6666666666666666,0.888888888888889,0.0,0.0,10.0,10.0,6.666666666666667,4.444444444444444,0.0,0.0,12.0,12.0,4.0,5.333333333333333,0.0,11.0,14.0,3.0,13.0,1.3333333333333333,11.0,0.0,1.0,1.0,0.3333333333333333,0.4444444444444444,0.0,0.0,4.0,4.0,1.3333333333333333,1.777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.6666666666666666,0.8888888888888888,0.0,1.0,4.0,3.0,2.3333333333333335,1.1111111111111112,1.0,16.33,33.285,16.955,26.73333333333333,6.935555555555556,16.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141.0,225.0,84.0,186.66666666666666,30.444444444444446,141.0
13.0,68.0,55.0,18.65,7.875,13.0,35.0,78.0,43.0,69.0,9.0,73.0,26.9815386,167.259,140.2774614,40.09929237,19.014253815,26.9815386,933.47,1811.0,877.53,1376.8615,399.05235,933.47,3.0,14.0,11.0,11.8,2.3999999999999995,13.0,3.0,6.0,3.0,3.35,0.525,3.0,111.0,189.0,78.0,123.6,9.899999999999997,121.0,1.24,1.9,0.6599999999999999,1.7225000000000001,0.14949999999999994,1.61,2.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,2.0,1.05,0.5700000000000001,1.0,0.0,6.0,6.0,1.2,1.9199999999999995,0.0,0.0,12.0,12.0,0.6,1.14,0.0,3.0,14.0,11.0,4.85,2.175,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,3.45,1.725,5.0,0.0,4.0,4.0,0.8,1.28,0.0,0.0,2.0,2.0,0.1,0.19,0.0,2.0,5.0,3.0,4.35,0.585,5.0,10.73,30.585,19.855,17.22325,3.266225,16.48,0.0,0.773,0.773,0.2319,0.32466,0.0,0.0,2.1106628,2.1106628,0.42213256,0.675412096,0.0,194.0,229.0,35.0,224.85,3.0850000000000053,225.0
13.0,68.0,55.0,37.666666666666664,20.22222222222222,13.0,35.0,79.0,44.0,62.333333333333336,18.22222222222222,35.0,26.9815386,167.259,140.2774614,88.96017953333332,52.199213644444434,26.9815386,933.47,1770.0,836.53,1304.9566666666667,310.02888888888884,933.47,3.0,14.0,11.0,10.0,4.666666666666667,3.0,3.0,6.0,3.0,4.333333333333333,1.111111111111111,3.0,120.0,189.0,69.0,143.33333333333334,30.444444444444446,120.0,1.24,2.01,0.7699999999999998,1.6199999999999999,0.25999999999999984,1.24,2.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,2.0,1.0,0.6666666666666666,0.0,0.0,10.0,10.0,3.3333333333333335,4.444444444444444,0.0,0.0,12.0,12.0,4.0,5.333333333333333,0.0,3.0,14.0,11.0,10.333333333333334,4.888888888888888,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.6666666666666666,0.8888888888888888,0.0,2.0,5.0,3.0,3.6666666666666665,1.1111111111111112,2.0,16.48,30.585,14.105,23.356666666666666,4.818888888888889,16.48,0.0,0.383,0.383,0.12766666666666668,0.1702222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.0,225.0,31.0,214.66666666666666,13.77777777777778,194.0
5.0,77.0,72.0,51.5,31.0,77.0,35.0,72.0,37.0,59.833333333333336,8.277777777777777,60.0,10.811,192.217,181.406,127.58866666666667,77.85177777777778,192.217,1770.0,2739.0,969.0,2447.1666666666665,291.8333333333333,2739.0,3.0,13.0,10.0,9.333333333333334,2.4444444444444446,9.0,2.0,6.0,4.0,4.666666666666667,1.7777777777777777,6.0,84.0,189.0,105.0,130.0,30.666666666666668,141.0,1.24,2.2,0.9600000000000002,1.986666666666667,0.24888888888888874,2.2,2.0,2.0,0.0,2.0,0.0,2.0,0.0,1.0,1.0,0.3333333333333333,0.4444444444444445,0.0,0.0,7.0,7.0,3.5,3.5,7.0,0.0,14.0,14.0,9.0,6.0,14.0,3.0,23.0,20.0,14.833333333333334,8.166666666666666,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,1.6666666666666667,2.222222222222222,0.0,0.0,3.0,3.0,1.5,1.5,3.0,0.0,2.0,2.0,0.3333333333333333,0.5555555555555556,0.0,2.0,5.0,3.0,3.5,1.0,3.0,7.1725,30.585,23.4125,14.593333333333334,5.330555555555556,14.21,0.0,1.524,1.524,0.508,0.6773333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.0,225.0,59.0,200.16666666666666,24.833333333333332,225.0
5.0,68.0,63.0,35.0,20.0,44.0,35.0,72.0,37.0,57.833333333333336,9.444444444444445,56.0,10.811,167.259,156.44799999999998,82.01516666666666,47.469444444444434,101.07,1770.0,2607.0,837.0,2381.1666666666665,225.83333333333334,2607.0,3.0,13.0,10.0,8.833333333333334,2.777777777777778,8.0,2.0,6.0,4.0,4.166666666666667,1.4444444444444444,5.0,84.0,189.0,105.0,132.5,32.333333333333336,146.0,1.24,2.2,0.9600000000000002,1.986666666666667,0.24888888888888874,2.2,1.0,2.0,1.0,1.5,0.5,1.0,0.0,1.0,1.0,0.3333333333333333,0.4444444444444445,0.0,0.0,7.0,7.0,3.5,3.5,7.0,0.0,12.0,12.0,2.0,3.3333333333333335,0.0,3.0,14.0,11.0,7.333333333333333,2.888888888888889,8.0,0.0,1.0,1.0,0.5,0.5,1.0,0.0,5.0,5.0,1.6666666666666667,2.222222222222222,0.0,0.0,3.0,3.0,1.5,1.5,3.0,0.0,2.0,2.0,0.3333333333333333,0.5555555555555556,0.0,2.0,5.0,3.0,4.0,0.6666666666666666,4.0,7.1725,30.585,23.4125,14.243333333333334,5.447222222222223,13.51,0.0,1.524,1.524,0.508,0.6773333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.0,194.0,28.0,184.66666666666666,12.444444444444448,194.0
5.0,68.0,63.0,14.0,15.428571428571429,5.0,35.0,72.0,37.0,66.71428571428571,9.061224489795922,72.0,10.811,167.259,156.44799999999998,33.160714285714285,38.31379591836735,10.811,1770.0,2348.0,578.0,2265.4285714285716,141.55102040816317,2348.0,3.0,13.0,10.0,11.571428571428571,2.448979591836735,13.0,2.0,6.0,4.0,2.5714285714285716,0.979591836734694,2.0,84.0,189.0,105.0,99.0,25.714285714285715,84.0,1.24,2.04,0.8,1.9257142857142857,0.19591836734693882,2.04,2.0,2.0,0.0,2.0,0.0,2.0,0.0,1.0,1.0,0.8571428571428571,0.2448979591836735,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,1.7142857142857142,2.9387755102040813,0.0,3.0,14.0,11.0,4.571428571428571,2.6938775510204076,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,4.285714285714286,1.2244897959183676,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.2857142857142857,0.489795918367347,0.0,2.0,5.0,3.0,4.571428571428571,0.7346938775510206,5.0,7.1725,30.585,23.4125,10.517142857142858,5.733673469387755,7.1725,0.0,1.524,1.524,1.3062857142857143,0.37322448979591843,1.524,0.0,0.0,0.0,0.0,0.0,0.0,166.0,194.0,28.0,170.0,6.857142857142857,166.0
5.0,68.0,63.0,42.2,14.879999999999999,46.0,35.0,72.0,37.0,58.6,9.44,62.0,10.811,167.259,156.44799999999998,99.466,35.462,106.42,1770.0,2348.0,578.0,1920.4299999999998,171.02799999999993,1828.05,3.0,13.0,10.0,9.2,2.4800000000000004,10.0,2.0,6.0,4.0,4.6,1.0400000000000003,5.0,84.0,189.0,105.0,138.0,21.6,139.0,1.24,2.2,0.9600000000000002,1.9760000000000002,0.2944,2.2,0.0,2.0,2.0,0.8,0.9600000000000002,0.0,0.0,1.0,1.0,0.2,0.32,0.0,0.0,10.0,10.0,6.0,4.8,10.0,0.0,12.0,12.0,2.4,3.84,0.0,3.0,14.0,11.0,9.4,2.5599999999999996,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,1.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.4,0.64,0.0,0.0,5.0,5.0,1.4,1.6799999999999997,0.0,7.1725,30.585,23.4125,16.1975,5.755000000000001,14.41,0.0,1.524,1.524,0.3048,0.48768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.0,225.0,59.0,207.0,21.6,225.0
8.0,83.0,75.0,28.53846153846154,28.43786982248521,8.0,35.0,87.0,52.0,77.38461538461539,14.639053254437869,87.0,15.9994,208.9804,192.981,68.30107692307692,72.41770650887574,15.9994,54.8,3695.0,3640.2,784.4307692307692,1047.1857988165682,54.8,3.0,16.0,13.0,13.384615384615385,3.8698224852071004,16.0,2.0,6.0,4.0,3.230769230769231,1.7041420118343196,2.0,66.0,189.0,123.0,96.53846153846153,42.28402366863905,66.0,1.24,3.44,2.2,2.9953846153846153,0.615621301775148,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,3.0,1.3846153846153846,4.0,0.0,10.0,10.0,1.3846153846153846,2.1301775147928996,0.0,0.0,14.0,14.0,4.153846153846154,5.7514792899408285,0.0,6.0,29.0,23.0,10.538461538461538,6.284023668639052,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.6153846153846154,0.7455621301775147,2.0,0.0,6.0,6.0,0.9230769230769231,1.5621301775147929,0.0,0.0,2.0,2.0,0.15384615384615385,0.28402366863905326,0.0,2.0,6.0,4.0,2.6923076923076925,1.0650887573964498,2.0,9.105,32.95,23.845000000000002,13.66,6.306923076923078,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,59.38461538461539,72.89940828402368,12.0
29.0,68.0,39.0,48.5,19.5,29.0,35.0,64.0,29.0,49.5,14.5,35.0,63.546,167.259,103.713,115.40249999999999,51.8565,63.546,1357.77,1770.0,412.23,1563.885,206.115,1357.77,3.0,11.0,8.0,7.0,4.0,3.0,4.0,6.0,2.0,5.0,1.0,4.0,132.0,189.0,57.0,160.5,28.5,132.0,1.24,1.9,0.6599999999999999,1.5699999999999998,0.32999999999999996,1.24,1.0,2.0,1.0,1.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,5.0,5.0,0.0,0.0,12.0,12.0,6.0,6.0,0.0,11.0,14.0,3.0,12.5,1.5,11.0,0.0,1.0,1.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,1.0,2.0,1.0,1.5,0.5,1.0,11.07,30.585,19.515,20.8275,9.7575,11.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.0,225.0,31.0,209.5,15.5,194.0
29.0,82.0,53.0,59.666666666666664,20.444444444444446,29.0,35.0,81.0,46.0,60.0,16.666666666666668,35.0,63.546,207.2,143.654,146.00166666666667,54.97044444444444,63.546,600.61,1770.0,1169.3899999999999,1242.7933333333333,428.12222222222226,600.61,3.0,14.0,11.0,9.333333333333334,4.222222222222222,3.0,4.0,6.0,2.0,5.333333333333333,0.888888888888889,4.0,132.0,189.0,57.0,155.66666666666666,22.222222222222218,132.0,1.24,2.33,1.09,1.8233333333333333,0.3888888888888889,1.24,1.0,2.0,1.0,1.6666666666666667,0.4444444444444444,1.0,0.0,2.0,2.0,0.6666666666666666,0.888888888888889,0.0,0.0,10.0,10.0,6.666666666666667,4.444444444444444,0.0,0.0,14.0,14.0,8.666666666666666,5.777777777777779,0.0,11.0,28.0,17.0,17.666666666666668,6.888888888888889,11.0,0.0,1.0,1.0,0.3333333333333333,0.4444444444444444,0.0,0.0,4.0,4.0,1.3333333333333333,1.777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.6666666666666666,0.8888888888888888,0.0,1.0,4.0,3.0,2.3333333333333335,1.1111111111111112,1.0,11.07,30.585,19.515,23.255,8.123333333333333,11.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.0,225.0,31.0,214.66666666666666,13.77777777777778,194.0
6.0,68.0,62.0,26.5,20.75,6.0,35.0,77.0,42.0,61.0,16.0,77.0,12.0107,167.259,155.24829999999997,61.781349999999996,52.73882499999999,12.0107,1770.0,3823.0,2053.0,2806.75,1016.25,3823.0,3.0,14.0,11.0,9.75,4.25,14.0,2.0,6.0,4.0,3.5,1.5,2.0,76.0,189.0,113.0,118.25,42.25,76.0,1.24,2.55,1.3099999999999998,2.0425,0.5074999999999998,2.55,2.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,2.0,1.0,1.0,2.0,0.0,6.0,6.0,1.5,2.25,0.0,0.0,12.0,12.0,3.0,4.5,0.0,4.0,14.0,10.0,7.5,3.5,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.0,2.0,4.0,0.0,4.0,4.0,1.0,1.5,0.0,0.0,2.0,2.0,0.5,0.75,0.0,2.0,4.0,2.0,3.5,0.75,4.0,5.64,30.585,24.945,13.14875,8.718125,5.64,0.0,4.496,4.496,2.248,2.248,4.496,0.0,2.1106628,2.1106628,0.5276657,0.79149855,0.0,194.0,229.0,35.0,202.75,13.125,194.0
68.0,80.0,12.0,76.0,5.333333333333333,80.0,35.0,71.0,36.0,59.0,16.0,71.0,167.259,200.59,33.33100000000002,189.47966666666665,14.813777777777792,200.59,234.32,1770.0,1535.68,746.2133333333333,682.5244444444444,234.32,3.0,12.0,9.0,9.0,4.0,12.0,6.0,6.0,0.0,6.0,0.0,6.0,132.0,189.0,57.0,151.0,25.333333333333332,132.0,1.24,2.0,0.76,1.7466666666666668,0.33777777777777773,2.0,2.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,6.666666666666667,4.444444444444444,10.0,12.0,14.0,2.0,13.333333333333334,0.8888888888888887,14.0,14.0,26.0,12.0,22.0,5.333333333333333,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.6666666666666666,0.888888888888889,0.0,0.0,2.0,2.0,0.6666666666666666,0.888888888888889,0.0,25.2375862069,30.585,5.347413793099999,27.020057471266668,2.3766283524888885,25.2375862069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.0,194.0,28.0,175.33333333333334,12.444444444444448,166.0
68.0,71.0,3.0,70.25,1.125,71.0,35.0,41.0,6.0,39.5,2.25,41.0,167.259,174.9668,7.70780000000002,173.03985,2.8904250000000076,174.9668,1770.0,1936.0,166.0,1894.5,62.25,1936.0,3.0,3.0,0.0,3.0,0.0,3.0,6.0,6.0,0.0,6.0,0.0,6.0,187.0,189.0,2.0,187.5,0.75,187.0,1.24,1.27,0.030000000000000027,1.2625,0.011250000000000038,1.27,2.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.75,0.375,1.0,12.0,14.0,2.0,13.5,0.75,14.0,14.0,17.0,3.0,16.25,1.125,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,6.75,3.375,9.0,0.0,2.0,2.0,0.5,0.75,0.0,2.0,9.0,7.0,7.25,2.625,9.0,28.865,30.585,1.7200000000000024,29.295,0.6450000000000022,28.865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022471,0.0022471,0.001685325,0.0008426625,0.0022471,194.0,194.0,0.0,194.0,0.0,194.0
12.0,68.0,56.0,30.666666666666668,24.888888888888886,12.0,35.0,68.0,33.0,57.0,14.666666666666666,68.0,24.305,167.259,142.95399999999998,71.95633333333332,63.5351111111111,24.305,923.0,1770.0,847.0,1205.3333333333333,376.4444444444444,923.0,2.0,3.0,1.0,2.3333333333333335,0.4444444444444445,2.0,3.0,6.0,3.0,4.0,1.3333333333333333,3.0,141.0,189.0,48.0,157.0,21.333333333333332,141.0,1.24,1.31,0.07000000000000006,1.2866666666666668,0.03111111111111109,1.31,2.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,4.0,5.333333333333333,0.0,2.0,14.0,12.0,6.0,5.333333333333333,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.6666666666666666,0.888888888888889,0.0,0.0,2.0,2.0,0.6666666666666666,0.888888888888889,0.0,22.89,30.585,7.695,25.455000000000002,3.4200000000000004,22.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.0,194.0,0.0,194.0,0.0,194.0
28.0,79.0,51.0,43.166666666666664,20.222222222222225,28.0,35.0,66.0,31.0,57.5,7.5,61.0,58.6934,196.966569,138.273169,99.83319483333332,54.853059777777766,58.6934,1337.33,1770.0,432.6700000000001,1669.8883333333333,110.8527777777778,1728.0,3.0,11.0,8.0,9.0,2.0,10.0,4.0,6.0,2.0,4.666666666666667,0.888888888888889,4.0,124.0,189.0,65.0,136.83333333333334,17.388888888888896,124.0,1.24,2.54,1.3,1.903333333333333,0.22111111111111123,1.91,1.0,2.0,1.0,1.8333333333333333,0.27777777777777785,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,7.0,2.3333333333333335,8.0,0.0,14.0,14.0,4.333333333333333,5.777777777777779,0.0,10.0,25.0,15.0,13.166666666666666,4.222222222222222,10.0,0.0,1.0,1.0,0.16666666666666666,0.27777777777777773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.3333333333333333,0.8888888888888888,2.0,0.0,2.0,2.0,0.3333333333333333,0.5555555555555556,0.0,1.0,2.0,1.0,1.8333333333333333,0.27777777777777785,2.0,10.32,30.585,20.265,14.760833333333336,5.921111111111112,10.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5953947,0.5953947,0.39692980000000005,0.2646198666666667,0.5953947,194.0,225.0,31.0,219.83333333333334,8.611111111111105,225.0
5.0,68.0,63.0,30.833333333333332,12.388888888888888,28.0,35.0,72.0,37.0,58.5,7.833333333333333,61.0,10.811,167.259,156.44799999999998,68.80726666666666,32.81724444444444,58.6934,1728.0,2348.0,620.0,1838.3333333333333,169.88888888888883,1728.0,3.0,13.0,10.0,9.333333333333334,2.1111111111111107,10.0,2.0,6.0,4.0,4.0,0.6666666666666666,4.0,84.0,189.0,105.0,128.16666666666666,20.27777777777777,124.0,1.24,2.04,0.8,1.8199999999999996,0.19333333333333355,1.91,2.0,2.0,0.0,2.0,0.0,2.0,0.0,1.0,1.0,0.16666666666666666,0.27777777777777773,0.0,0.0,8.0,8.0,5.333333333333333,3.5555555555555554,8.0,0.0,12.0,12.0,2.0,3.3333333333333335,0.0,3.0,14.0,11.0,9.5,2.1666666666666665,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.8333333333333334,1.388888888888889,0.0,0.0,2.0,2.0,1.3333333333333333,0.8888888888888888,2.0,0.0,2.0,2.0,0.3333333333333333,0.5555555555555556,0.0,2.0,5.0,3.0,2.5,0.8333333333333334,2.0,7.1725,30.585,23.4125,13.172916666666667,5.804027777777779,10.32,0.0,1.524,1.524,0.254,0.42333333333333334,0.0,0.0,0.5953947,0.5953947,0.39692980000000005,0.2646198666666667,0.5953947,166.0,225.0,59.0,210.0,20.0,225.0
28.0,68.0,40.0,48.666666666666664,13.777777777777779,28.0,35.0,80.0,45.0,58.666666666666664,15.777777777777779,35.0,58.6934,167.259,108.56559999999999,114.88746666666667,37.462711111111105,58.6934,505.08,1770.0,1264.92,1334.36,552.8533333333334,505.08,3.0,14.0,11.0,9.0,4.0,3.0,4.0,6.0,2.0,5.0,0.6666666666666666,4.0,124.0,189.0,65.0,150.66666666666666,25.555555555555554,124.0,1.24,1.96,0.72,1.7033333333333331,0.30888888888888894,1.24,2.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,2.0,0.6666666666666666,0.888888888888889,0.0,0.0,10.0,10.0,6.0,4.0,0.0,0.0,12.0,12.0,4.0,5.333333333333333,0.0,10.0,14.0,4.0,12.666666666666666,1.777777777777778,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.3333333333333333,1.777777777777778,0.0,0.0,2.0,2.0,0.6666666666666666,0.8888888888888888,0.0,0.0,2.0,2.0,0.6666666666666666,0.8888888888888888,0.0,2.0,4.0,2.0,2.6666666666666665,0.8888888888888888,2.0,10.32,33.285,22.964999999999996,24.73,9.606666666666666,10.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5953947,0.5953947,0.19846490000000003,0.2646198666666667,0.0,141.0,225.0,84.0,186.66666666666666,30.444444444444446,141.0
68.0,82.0,14.0,76.33333333333333,5.555555555555557,68.0,35.0,81.0,46.0,60.666666666666664,17.11111111111111,35.0,167.259,207.2,39.941,190.47518966666667,15.477459777777776,167.259,600.61,1770.0,1169.3899999999999,1235.98,423.5799999999999,600.61,3.0,14.0,11.0,9.333333333333334,4.222222222222222,3.0,6.0,6.0,0.0,6.0,0.0,6.0,136.0,189.0,53.0,157.0,21.333333333333332,136.0,1.24,2.54,1.3,2.0366666666666666,0.5311111111111112,1.24,1.0,2.0,1.0,1.6666666666666667,0.4444444444444444,1.0,0.0,2.0,2.0,0.6666666666666666,0.8888888888888888,0.0,0.0,10.0,10.0,6.666666666666667,4.444444444444444,0.0,12.0,14.0,2.0,13.333333333333334,0.8888888888888887,12.0,14.0,28.0,14.0,22.333333333333332,5.555555555555556,14.0,0.0,1.0,1.0,0.3333333333333333,0.4444444444444445,0.0,0.0,4.0,4.0,1.3333333333333333,1.7777777777777777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.6666666666666666,0.8888888888888888,0.0,1.0,4.0,3.0,2.3333333333333335,1.1111111111111112,1.0,16.7,30.585,13.885000000000002,25.131666666666664,5.621111111111112,16.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.0,225.0,31.0,214.66666666666666,13.77777777777778,194.0
